Name,%GC,Exonic Rate,Sequences flagged as poor quality,rRNA rate,Fragment Length Mean,Intronic Rate,Intergenic Rate,Mapping Rate,Quality format,Duplication Rate of Mapped,Mapped,rRNA,Sequence length,Transcripts Detected,5'-3' bias,Mean Per Base Cov.,Genes Detected,sampletype,cell
Old_9,46,0.42010000348091125,0,1.1477084626676515E-5,0.0,0.45089998841285706,0.1289999932050705,0.30089470744132996,standard,0.15080499649047852,367038,14.0,25-75,0,1.2000000476837158,0,0,Old,9
Old_8,44,0.3659000098705292,0,0.0,51.0,0.5138000249862671,0.12030000239610672,0.4152572751045227,standard,0.26121801137924194,549299,0.0,25-75,0,2.490000009536743,0,0,Old,8
Old_3,43,0.4018000066280365,0,2.0779800252057612E-5,50.0,0.47450000047683716,0.12359999865293503,0.5112393498420715,standard,0.23949499428272247,1008711,41.0,25-75,0,1.340000033378601,0,0,Old,3
Old_2,45,0.38909998536109924,0,9.734472769196145E-6,54.0,0.47920000553131104,0.13169999420642853,0.3345397710800171,standard,0.1563819944858551,343665,10.0,25-75,0,1.1200000047683716,0,0,Old,2
Old_1,48,0.40560001134872437,0,0.0,60.0,0.483599990606308,0.11079999804496765,0.1695110946893692,standard,0.0583220012485981,128783,0.0,25-75,0,1.2200000286102295,0,0,Old,1
Old_7,46,0.4968999922275543,0,0.0,51.0,0.3928999900817871,0.11020000278949738,0.14842522144317627,standard,0.46687498688697815,303937,0.0,25-75,0,6.320000171661377,0,0,Old,7
Old_6,41,0.3463999927043915,0,3.044366110316332E-7,0.0,0.5278000235557556,0.1257999986410141,0.5162529349327087,standard,0.423460990190506,1695765,1.0,25-75,0,1.6100000143051147,0,0,Old,6
Old_5,43,0.32109999656677246,0,0.0,50.0,0.5408999919891357,0.1379999965429306,0.38847020268440247,standard,0.4337579905986786,927811,0.0,25-75,0,31.670000076293945,0,0,Old,5
Old_4,46,0.508400022983551,0,0.0,0.0,0.3467000126838684,0.14480000734329224,0.23574286699295044,standard,0.3018670082092285,441247,0.0,25-75,0,2.5,0,0,Old,4
Young_78,46,0.4433000087738037,0,0.0,72.0,0.04540000110864639,0.5113000273704529,0.35651350021362305,standard,0.5306450128555298,1459439,0.0,25-75,0,166.14999389648438,0,0,Young,78
Young_79,47,0.445499986410141,0,0.0,105.0,0.039400000125169754,0.5151000022888184,0.26064905524253845,standard,0.5427899956703186,1147716,0.0,25-75,0,0.7400000095367432,0,0,Young,79
Young_76,46,0.5690000057220459,0,8.013415026653092E-6,65.0,0.28839999437332153,0.14259999990463257,0.8345232605934143,standard,0.18272000551223755,5519461,53.0,25-75,0,0.9800000190734863,0,0,Young,76
Young_77,45,0.38510000705718994,0,0.0,116.0,0.4984999895095825,0.11649999767541885,0.8606879115104675,standard,0.14801299571990967,6565387,0.0,25-75,0,1.2899999618530273,0,0,Young,77
Young_74,45,0.513700008392334,0,1.714946120046079E-5,68.0,0.364300012588501,0.12210000306367874,0.8313029408454895,standard,0.1994670033454895,7513470,155.0,25-75,0,1.2699999809265137,0,0,Young,74
Young_75,47,0.5303000211715698,0,0.0,85.0,0.3456999957561493,0.12399999797344208,0.809781014919281,standard,0.14492900669574738,1064198,0.0,25-75,0,1.7400000095367432,0,0,Young,75
Young_72,46,0.6184999942779541,0,0.0,86.0,0.24950000643730164,0.13199999928474426,0.7573515176773071,standard,0.24787600338459015,6918394,0.0,25-75,0,1.3799999952316284,0,0,Young,72
Young_73,48,0.5903000235557556,0,6.539069659083907E-7,52.0,0.2896000146865845,0.1200999990105629,0.7940924763679504,standard,0.27531400322914124,9715051,8.0,25-75,0,1.2599999904632568,0,0,Young,73
Young_70,49,0.6657999753952026,0,0.0,91.0,0.2296999990940094,0.10450000315904617,0.7912597060203552,standard,0.21503299474716187,6339552,0.0,25-75,0,1.2699999809265137,0,0,Young,70
Young_71,46,0.39309999346733093,0,6.032573583070189E-5,54.0,0.492000013589859,0.11490000039339066,0.8566369414329529,standard,0.1389639973640442,6475287,456.0,25-75,0,1.2699999809265137,0,0,Young,71
Old_84,48,0.46790000796318054,0,4.066627752763452E-6,0.0,0.4147000014781952,0.11739999800920486,0.3205139636993408,standard,0.05815500020980835,236447,3.0,25-75,0,1.090000033378601,0,0,Old,84
Old_85,48,0.6323000192642212,0,0.0,50.0,0.23280000686645508,0.13490000367164612,0.25503236055374146,standard,0.06892500072717667,228142,0.0,25-75,0,1.059999942779541,0,0,Old,85
Old_86,49,0.5875999927520752,0,4.81792130813119E-6,55.0,0.30070000886917114,0.11169999837875366,0.14667968451976776,standard,0.051568999886512756,152223,5.0,25-75,0,1.2100000381469727,0,0,Old,86
Old_80,47,0.4350000023841858,0,0.0,0.0,0.44679999351501465,0.11810000240802765,0.3143271207809448,standard,0.1245260015130043,250817,0.0,25-75,0,1.2999999523162842,0,0,Old,80
Old_81,46,0.5095000267028809,0,0.0,50.0,0.37439998984336853,0.1160999983549118,0.3490096926689148,standard,0.18939900398254395,382412,0.0,25-75,0,1.340000033378601,0,0,Old,81
Old_82,46,0.4352000057697296,0,0.0,50.0,0.43709999322891235,0.12780000269412994,0.23669281601905823,standard,0.23475900292396545,229726,0.0,25-75,0,1.649999976158142,0,0,Old,82
Old_83,46,0.4797999858856201,0,0.0,57.0,0.3580999970436096,0.16200000047683716,0.2883729338645935,standard,0.32120200991630554,385783,0.0,25-75,0,1.4700000286102295,0,0,Old,83
Old_88,49,0.512499988079071,0,0.0,51.0,0.38530001044273376,0.10220000147819519,0.2190680354833603,standard,0.037884000688791275,180532,0.0,25-75,0,1.2000000476837158,0,0,Old,88
Old_89,44,0.6021999716758728,0,0.0,122.0,0.31700000166893005,0.08079999685287476,0.755244791507721,standard,0.24690000712871552,2027148,0.0,25-75,0,1.600000023841858,0,0,Old,89
Young_62,51,0.6086000204086304,0,0.0,57.0,0.012000000104308128,0.37940001487731934,0.006397221703082323,standard,0.058866001665592194,6827,0.0,25-75,0,1.0,0,0,Young,62
Young_61,50,0.571399986743927,0,0.0,87.0,0.02459999918937683,0.40400001406669617,0.019053129479289055,standard,0.10340400040149689,22522,0.0,25-75,0,0.8799999952316284,0,0,Young,61
Young_60,50,0.33379998803138733,0,0.0,70.0,0.5738000273704529,0.09239999949932098,0.11911466717720032,standard,0.042066000401973724,118521,0.0,25-75,0,1.2200000286102295,0,0,Young,60
Old_19,46,0.4726000130176544,0,0.0,52.0,0.3815999925136566,0.14569999277591705,0.27724066376686096,standard,0.31279799342155457,397524,0.0,25-75,0,3.4800000190734863,0,0,Old,19
Old_18,44,0.39879998564720154,0,0.0,55.0,0.45590001344680786,0.1453000009059906,0.397622287273407,standard,0.3739619851112366,1188864,0.0,25-75,0,2.0899999141693115,0,0,Old,18
Young_65,47,0.5720000267028809,0,1.3128170394338667E-5,106.0,0.3147999942302704,0.11320000141859055,0.7631804347038269,standard,0.23681700229644775,6045836,104.0,25-75,0,1.3799999952316284,0,0,Young,65
Young_64,45,0.43700000643730164,0,5.711400490326923E-7,59.0,0.4212999939918518,0.14169999957084656,0.8196055293083191,standard,0.17199400067329407,5740137,4.0,25-75,0,1.309999942779541,0,0,Young,64
Young_67,47,0.5457000136375427,0,1.2796038936357945E-4,67.0,0.34220001101493835,0.11209999769926071,0.830091118812561,standard,0.16256900131702423,5306443,818.0,25-75,0,1.2000000476837158,0,0,Young,67
Young_66,44,0.5898000001907349,0,0.0,105.0,0.21230000257492065,0.19779999554157257,0.7661380171775818,standard,0.2936420142650604,5781734,0.0,25-75,0,2.2300000190734863,0,0,Young,66
Old_13,48,0.4323999881744385,0,0.0,0.0,0.44609999656677246,0.12150000035762787,0.22060728073120117,standard,0.07831799983978271,179134,0.0,25-75,0,1.2100000381469727,0,0,Old,13
Old_12,48,0.47690001130104065,0,0.0,51.0,0.41359999775886536,0.10949999839067459,0.2427232414484024,standard,0.044693998992443085,274561,0.0,25-75,0,0.9399999976158142,0,0,Old,12
Old_11,48,0.6327999830245972,0,0.0,53.0,0.24799999594688416,0.11919999867677689,0.21042731404304504,standard,0.04961499944329262,228107,0.0,25-75,0,1.0399999618530273,0,0,Old,11
Old_10,46,0.35199999809265137,0,0.0,0.0,0.487199991941452,0.1607999950647354,0.24808987975120544,standard,0.16405099630355835,256842,0.0,25-75,0,1.5099999904632568,0,0,Old,10
Old_17,43,0.3264999985694885,0,5.917891030549072E-6,55.0,0.475600004196167,0.19789999723434448,0.4296530485153198,standard,0.36998501420021057,1306843,18.0,25-75,0,2.259999990463257,0,0,Old,17
Old_16,41,0.451200008392334,0,7.79733181843767E-6,51.0,0.4133000075817108,0.1354999989271164,0.6045385599136353,standard,0.38035300374031067,2325944,30.0,25-75,0,1.2200000286102295,0,0,Old,16
Old_15,43,0.3433000147342682,0,0.0,0.0,0.5210999846458435,0.1356000006198883,0.4394506514072418,standard,0.2964690029621124,1211144,0.0,25-75,0,1.3799999952316284,0,0,Old,15
Old_14,46,0.3785000145435333,0,0.0,0.0,0.4722000062465668,0.1492999941110611,0.29258084297180176,standard,0.1863420009613037,311062,0.0,25-75,0,1.4900000095367432,0,0,Old,14
Old_93,46,0.7128000259399414,0,0.0,50.0,0.19689999520778656,0.09019999951124191,0.726324200630188,standard,0.23970100283622742,1627707,0.0,25-75,0,1.4700000286102295,0,0,Old,93
Old_92,44,0.3626999855041504,0,0.0,53.0,0.5030999779701233,0.13429999351501465,0.8130019903182983,standard,0.06055999919772148,1281648,0.0,25-75,0,1.1699999570846558,0,0,Old,92
Old_91,45,0.5396000146865845,0,0.0,59.0,0.35910001397132874,0.10130000114440918,0.73686283826828,standard,0.09835399687290192,1689580,0.0,25-75,0,1.1399999856948853,0,0,Old,91
Old_90,44,0.5335999727249146,0,0.0,58.0,0.34150001406669617,0.12489999830722809,0.7423415184020996,standard,0.1465509980916977,1949074,0.0,25-75,0,1.309999942779541,0,0,Old,90
Old_97,39,0.5149999856948853,0,0.0,83.0,0.3019999861717224,0.18299999833106995,0.7997549772262573,standard,0.37946000695228577,3955125,0.0,25-75,0,1.5099999904632568,0,0,Old,97
Old_96,43,0.5753999948501587,0,0.0,53.0,0.288100004196167,0.13650000095367432,0.699297308921814,standard,0.1855030059814453,2796571,0.0,25-75,0,1.159999966621399,0,0,Old,96
Old_95,41,0.4113999903202057,0,0.0,59.0,0.46639999747276306,0.12219999730587006,0.8149651885032654,standard,0.1675190031528473,2759367,0.0,25-75,0,1.1699999570846558,0,0,Old,95
Old_94,46,0.6614000201225281,0,0.0,98.0,0.20090000331401825,0.13760000467300415,0.738750696182251,standard,0.10754700005054474,1834021,0.0,25-75,0,1.25,0,0,Old,94
Old_99,43,0.38269999623298645,0,0.0,57.0,0.49410000443458557,0.12319999933242798,0.8023537993431091,standard,0.08462200313806534,1824892,0.0,25-75,0,1.0700000524520874,0,0,Old,99
Old_98,39,0.3646000027656555,0,0.0,120.0,0.53329998254776,0.10199999809265137,0.7943176031112671,standard,0.2578499913215637,4762977,0.0,25-75,0,1.2799999713897705,0,0,Old,98
Young_43,47,0.4239000082015991,0,0.0,50.0,0.47110000252723694,0.10490000247955322,0.2808323800563812,standard,0.11758100241422653,384384,0.0,25-75,0,1.3600000143051147,0,0,Young,43
Young_2,50,0.4375,0,0.0,60.0,0.42489999532699585,0.13760000467300415,0.0665377825498581,standard,0.03547099977731705,51040,0.0,25-75,0,2.509999990463257,0,0,Young,2
Young_3,49,0.4447999894618988,0,1.0522815500735305E-5,53.0,0.45910000801086426,0.09619999676942825,0.2202078104019165,standard,0.04967999830842018,209267,10.0,25-75,0,1.2200000286102295,0,0,Young,3
Young_42,48,0.5497000217437744,0,0.0,60.0,0.33730000257492065,0.11309999972581863,0.19047965109348297,standard,0.19775299727916718,323027,0.0,25-75,0,1.2599999904632568,0,0,Young,42
Young_14,50,0.46380001306533813,0,3.89668321076897E-6,83.0,0.4007999897003174,0.13539999723434448,0.07677830010652542,standard,0.07008799910545349,78814,4.0,25-75,0,0.9399999976158142,0,0,Young,14
Young_15,49,0.40310001373291016,0,0.0,52.0,0.4796000123023987,0.11729999631643295,0.1590946465730667,standard,0.032398998737335205,106280,0.0,25-75,0,1.3200000524520874,0,0,Young,15
Young_16,50,0.54830002784729,0,0.0,63.0,0.04500000178813934,0.4066999852657318,0.008418393321335316,standard,0.12268199771642685,8151,0.0,25-75,0,0.9599999785423279,0,0,Young,16
Young_1,50,0.4408000111579895,0,0.0,55.0,0.4424999952316284,0.11670000106096268,0.09431718289852142,standard,0.03557499870657921,83816,0.0,25-75,0,1.2799999713897705,0,0,Young,1
Young_10,50,0.44290000200271606,0,0.0,83.0,0.4499000012874603,0.10719999670982361,0.14598000049591064,standard,0.03685799986124039,122193,0.0,25-75,0,1.4700000286102295,0,0,Young,10
Young_11,48,0.48010000586509705,0,0.0,52.0,0.3995000123977661,0.12039999663829803,0.21213124692440033,standard,0.10973899811506271,228599,0.0,25-75,0,1.399999976158142,0,0,Young,11
Young_12,49,0.49380001425743103,0,0.0,64.0,0.38760000467300415,0.1185000017285347,0.0992937758564949,standard,0.1212650015950203,120970,0.0,25-75,0,1.5099999904632568,0,0,Young,12
Young_13,49,0.4952999949455261,0,0.0,61.0,0.3752000033855438,0.12950000166893005,0.12304234504699707,standard,0.11673499643802643,160579,0.0,25-75,0,1.3200000524520874,0,0,Young,13
Young_6,49,0.5728999972343445,0,0.0,52.0,0.30809998512268066,0.11900000274181366,0.14236591756343842,standard,0.09053300321102142,161140,0.0,25-75,0,1.3600000143051147,0,0,Young,6
Young_18,46,0.44999998807907104,0,0.0,54.0,0.39969998598098755,0.15039999783039093,0.3004451394081116,standard,0.20733299851417542,383088,0.0,25-75,0,1.4800000190734863,0,0,Young,18
Young_19,44,0.4359999895095825,0,0.0,54.0,0.44179999828338623,0.12219999730587006,0.489765465259552,standard,0.13537800312042236,692474,0.0,25-75,0,1.3300000429153442,0,0,Young,19
Young_7,49,0.4851999878883362,0,9.403462968293752E-7,54.0,0.41350001096725464,0.10140000283718109,0.22595016658306122,standard,0.04254100099205971,240284,1.0,25-75,0,1.1299999952316284,0,0,Young,7
Old_111,40,0.42719998955726624,0,0.0,54.0,0.3605000078678131,0.21230000257492065,0.766873300075531,standard,0.323727011680603,4639713,0.0,25-75,0,1.4600000381469727,0,0,Old,111
Old_110,44,0.6516000032424927,0,2.999468733833055E-6,53.0,0.226500004529953,0.12189999967813492,0.8344473242759705,standard,0.13297100365161896,2225587,8.0,25-75,0,1.100000023841858,0,0,Old,110
Young_4,49,0.4519999921321869,0,7.439274213538738E-6,51.0,0.4595000147819519,0.0885000005364418,0.17439891397953033,standard,0.05656500160694122,164101,7.0,25-75,0,1.3200000524520874,0,0,Young,4
Old_68,45,0.6310999989509583,0,3.315257799840765E-6,53.0,0.22709999978542328,0.14180000126361847,0.4583145081996918,standard,0.11626400053501129,414732,3.0,25-75,0,1.0399999618530273,0,0,Old,68
Old_69,46,0.5845000147819519,0,1.4253673725761473E-6,51.0,0.2935999929904938,0.121799997985363,0.26104533672332764,standard,0.2120169997215271,366285,2.0,25-75,0,1.590000033378601,0,0,Old,69
Old_66,47,0.6279000043869019,0,0.0,54.0,0.26089999079704285,0.1111999973654747,0.27147209644317627,standard,0.13505500555038452,360092,0.0,25-75,0,1.059999942779541,0,0,Old,66
Old_67,47,0.5361999869346619,0,0.0,51.0,0.33180001378059387,0.13199999928474426,0.32586178183555603,standard,0.05113900080323219,233566,0.0,25-75,0,1.0399999618530273,0,0,Old,67
Old_64,44,0.3571000099182129,0,0.0,55.0,0.5034999847412109,0.13940000534057617,0.36272886395454407,standard,0.38962501287460327,1542334,0.0,25-75,0,1.4199999570846558,0,0,Old,64
Old_65,46,0.5501999855041504,0,0.0,51.0,0.3001999855041504,0.14949999749660492,0.30491727590560913,standard,0.17380200326442719,493458,0.0,25-75,0,1.100000023841858,0,0,Old,65
Old_62,43,0.35100001096725464,0,2.0386414689710364E-5,55.0,0.5117999911308289,0.1370999962091446,0.502722978591919,standard,0.30205199122428894,1085027,44.0,25-75,0,1.7000000476837158,0,0,Old,62
Old_63,43,0.5950000286102295,0,1.305654564021097E-6,55.0,0.2815000116825104,0.12349999696016312,0.4992331564426422,standard,0.29087701439857483,1147087,3.0,25-75,0,1.0299999713897705,0,0,Old,63
Old_60,44,0.527999997138977,0,0.0,56.0,0.320499986410141,0.15150000154972076,0.4520643949508667,standard,0.3995560109615326,1180728,0.0,25-75,0,1.8899999856948853,0,0,Old,60
Old_61,44,0.5131999850273132,0,0.0,50.0,0.3741999864578247,0.11259999871253967,0.31883546710014343,standard,0.41499200463294983,779370,0.0,25-75,0,2.2300000190734863,0,0,Old,61
Old_Ten,48,0.07119999825954437,0,0.0,0.0,0.3427000045776367,0.5860999822616577,0.07916120439767838,standard,0.375,604,0.0,25-75,0,NaN,0,0,Old,Ten
Young_8,50,0.5489000082015991,0,0.0,58.0,0.3337000012397766,0.11729999631643295,0.09857675433158875,standard,0.0377889983355999,105188,0.0,25-75,0,1.25,0,0,Young,8
